timestamp,res_rpm,res_cht,res_egt,res_oil_p,res_oil_t,res_fuel,res_vib,composite_score,composite_ewma,health_index,health_status,severity_level,rul_est,rul_lower,rul_upper,rul_status,health_slope,res_cht_ewma,res_egt_ewma,res_vib_std_w,fault_label
23.5000,3.3539,-2.8486,-1.1061,-0.0879,-0.1516,0.5683,-0.0254,0.1099,0.0751,94.6534,healthy,NORMAL,,,,not_estimable,6.0423,-0.0068,-0.5127,0.0192,healthy
24.0000,10.1837,-2.9147,1.3602,0.0388,1.2398,0.1785,-0.0334,0.0890,0.0768,95.6485,healthy,NORMAL,,,,not_estimable,3.3109,-0.3703,-0.2786,0.0212,healthy
24.5000,1.0137,-1.2451,4.6530,0.0819,-1.7359,0.4412,0.0221,0.0990,0.0796,95.1707,healthy,NORMAL,,,,not_estimable,-0.4726,-0.4796,0.3378,0.0217,healthy
25.0000,4.3368,0.3452,-1.3715,-0.0037,-0.0068,-0.2828,0.0217,0.0436,0.0751,97.8435,healthy,NORMAL,,,,not_estimable,-1.4212,-0.3765,0.1242,0.0228,healthy
25.5000,9.4693,-0.0502,-1.8003,0.0471,-1.5225,-0.4733,0.0165,0.0757,0.0752,96.2846,healthy,NORMAL,,,,not_estimable,-2.8305,-0.3357,-0.1164,0.0232,healthy
26.0000,-21.8573,0.7722,-0.9728,-0.0582,-0.4295,0.3977,0.0009,0.0768,0.0754,96.2343,healthy,NORMAL,,,,not_estimable,-4.4574,-0.1972,-0.2234,0.0221,healthy
26.5000,-4.7951,-0.2632,0.1169,0.0615,-0.8050,0.1044,-0.0091,0.0463,0.0717,97.7129,healthy,NORMAL,,,,not_estimable,-6.5054,-0.2055,-0.1809,0.0220,healthy
27.0000,-7.0556,2.0961,1.8424,-0.0358,0.3743,0.5484,-0.0046,0.0842,0.0733,95.8789,healthy,NORMAL,,,,not_estimable,-4.9802,0.0822,0.0720,0.0218,healthy
27.5000,-9.5832,1.1582,-0.0852,0.0334,-0.2952,0.3374,0.0076,0.0552,0.0710,97.2774,healthy,NORMAL,,,,not_estimable,-6.0306,0.2167,0.0524,0.0215,healthy
28.0000,-4.1271,0.1164,6.2356,-0.0014,-1.2766,0.3205,0.0139,0.0773,0.0718,96.2093,healthy,NORMAL,,,,not_estimable,-5.2082,0.2042,0.8253,0.0193,healthy
28.5000,22.4241,1.7180,1.2625,-0.0959,1.5232,0.1368,-0.0223,0.0966,0.0749,95.2860,healthy,NORMAL,,,,not_estimable,-1.7751,0.3934,0.8799,0.0188,healthy
29.0000,-12.9875,-2.4734,2.3425,-0.0443,0.1780,-0.2570,0.0143,0.0786,0.0754,96.1457,healthy,NORMAL,,,,not_estimable,-3.1898,0.0351,1.0627,0.0146,healthy
29.5000,14.5242,-0.1276,-0.1106,0.0086,0.9868,-0.3033,0.0216,0.0559,0.0729,97.2416,healthy,NORMAL,,,,not_estimable,-2.5580,0.0147,0.9161,0.0145,healthy
30.0000,-25.2430,0.2063,3.0355,-0.0925,-1.0952,-0.6080,0.0163,0.1120,0.0778,94.5550,healthy,NORMAL,,,,not_estimable,1.0088,0.0387,1.1810,0.0140,healthy
30.5000,-5.0233,0.9031,-0.6158,0.0148,-0.3932,-0.1571,-0.0298,0.0459,0.0738,97.7317,healthy,NORMAL,,,,not_estimable,-2.8517,0.1467,0.9564,0.0172,healthy
31.0000,2.4413,-2.5727,-1.9327,-0.0708,0.9991,-0.0031,0.0148,0.0797,0.0746,96.0921,healthy,NORMAL,,,,not_estimable,0.7184,-0.1932,0.5953,0.0178,healthy
31.5000,8.7933,-0.3906,2.7160,0.0270,-0.7500,-0.0301,-0.0016,0.0408,0.0703,97.9830,healthy,NORMAL,,,,not_estimable,-0.2213,-0.2179,0.8604,0.0174,healthy
32.0000,10.6684,0.6007,-0.1719,-0.0680,-0.0051,0.0050,0.0312,0.0607,0.0691,97.0094,healthy,NORMAL,,,,not_estimable,5.2402,-0.1156,0.7313,0.0192,healthy
32.5000,11.9002,0.7157,0.7358,0.0222,-0.0655,-0.6386,-0.0026,0.0790,0.0704,96.1283,healthy,NORMAL,,,,not_estimable,7.1676,-0.0116,0.7319,0.0195,healthy
33.0000,-5.2309,1.7792,2.9456,0.0408,-2.3629,0.0594,0.0220,0.0793,0.0715,96.1132,healthy,NORMAL,,,,not_estimable,5.9962,0.2122,1.0086,0.0200,healthy
33.5000,-6.9353,1.1423,0.4170,-0.0084,-0.0688,0.4586,0.0293,0.0678,0.0710,96.6684,healthy,NORMAL,,,,not_estimable,5.1463,0.3285,0.9346,0.0184,healthy
34.0000,12.8696,-0.0913,-0.4477,-0.0040,-0.4189,-0.2388,0.0162,0.0433,0.0676,97.8568,healthy,NORMAL,,,,not_estimable,2.4415,0.2760,0.7619,0.0184,healthy
34.5000,-2.8696,1.0125,-1.6062,0.0743,-0.1659,-0.4303,-0.0110,0.0736,0.0683,96.3851,healthy,NORMAL,,,,not_estimable,3.2957,0.3681,0.4658,0.0193,healthy
35.0000,-19.1353,-0.3020,3.1850,-0.0392,-0.7195,-0.4722,0.0097,0.0797,0.0697,96.0920,healthy,NORMAL,,,,not_estimable,0.3234,0.2843,0.8057,0.0191,healthy
35.5000,-16.9993,0.2202,-1.0252,-0.0267,-1.2889,-0.1898,-0.0161,0.0565,0.0681,97.2148,healthy,NORMAL,,,,not_estimable,1.6934,0.2763,0.5769,0.0165,healthy
36.0000,-13.7918,1.1922,-0.1533,0.0320,-0.8135,-0.1130,-0.0112,0.0507,0.0659,97.4992,healthy,NORMAL,,,,not_estimable,2.3509,0.3908,0.4856,0.0175,healthy
36.5000,7.4574,-0.0680,0.8607,0.0211,-0.5268,0.0561,0.0233,0.0363,0.0622,98.1996,healthy,NORMAL,,,,not_estimable,3.2327,0.3334,0.5325,0.0180,healthy
37.0000,2.1364,0.5430,0.8484,-0.0121,0.6069,0.2303,0.0010,0.0335,0.0586,98.3404,healthy,NORMAL,,,,not_estimable,7.8885,0.3596,0.5720,0.0163,healthy
37.5000,10.3573,1.4420,3.0411,-0.0608,-0.5598,-0.2907,-0.0028,0.0709,0.0602,96.5151,healthy,NORMAL,,,,not_estimable,9.2228,0.4949,0.8806,0.0163,healthy
38.0000,-6.4088,1.0682,-0.2095,0.0487,0.1099,-0.1566,0.0330,0.0577,0.0599,97.1563,healthy,NORMAL,,,,not_estimable,9.6337,0.5666,0.7444,0.0178,healthy
38.5000,2.3781,1.8502,4.1292,-0.0619,0.2011,-0.4934,0.0281,0.0941,0.0641,95.4027,healthy,NORMAL,,,,not_estimable,9.2577,0.7270,1.1675,0.0176,healthy
39.0000,9.3839,3.4927,-0.7463,0.1139,-0.5409,0.1695,-0.0215,0.1125,0.0702,94.5283,healthy,NORMAL,,,,not_estimable,3.9551,1.0727,0.9282,0.0194,healthy
39.5000,-4.6402,1.0544,1.1123,-0.0598,0.9714,-0.1189,0.0022,0.0526,0.0680,97.4044,healthy,NORMAL,,,,not_estimable,-1.2387,1.0705,0.9512,0.0188,healthy
40.0000,6.8516,-0.6919,-0.5513,-0.0553,-0.3751,-0.0740,-0.0078,0.0433,0.0649,97.8573,healthy,NORMAL,,,,not_estimable,0.8663,0.8502,0.7634,0.0190,healthy
40.5000,-9.9289,0.7677,6.2794,0.0171,-0.5611,0.3888,-0.0048,0.0812,0.0669,96.0190,healthy,NORMAL,,,,not_estimable,-1.3720,0.8398,1.4529,0.0181,healthy
41.0000,-5.4458,0.7032,-1.0519,0.0275,1.1049,0.0282,0.0210,0.0433,0.0640,97.8606,healthy,NORMAL,,,,not_estimable,-1.3386,0.8228,1.1398,0.0180,healthy
41.5000,-5.7261,0.9203,-0.7806,-0.0487,0.1370,0.5045,0.0136,0.0705,0.0648,96.5368,healthy,NORMAL,,,,not_estimable,-0.9455,0.8350,0.8998,0.0173,healthy
42.0000,-17.9376,2.2425,0.3442,0.0846,-2.3918,0.2205,-0.0317,0.1055,0.0699,94.8613,healthy,NORMAL,,,,not_estimable,0.4416,1.0109,0.8303,0.0210,healthy
42.5000,7.3046,-2.5262,-0.8003,0.0165,-2.6588,-0.1322,0.0226,0.0871,0.0720,95.7402,healthy,NORMAL,,,,not_estimable,-2.6273,0.5688,0.6265,0.0218,healthy
43.0000,-7.0410,2.2708,0.9435,-0.0124,1.5934,-0.3384,-0.0091,0.0749,0.0724,96.3264,healthy,NORMAL,,,,not_estimable,-5.4713,0.7815,0.6661,0.0199,healthy
43.5000,0.1874,2.7756,3.6873,0.0193,0.0829,-0.0515,0.0088,0.0735,0.0725,96.3914,healthy,NORMAL,,,,not_estimable,-7.2689,1.0308,1.0438,0.0178,healthy
44.0000,7.2112,0.8521,0.4419,0.0605,-0.1739,0.3024,0.0138,0.0586,0.0708,97.1133,healthy,NORMAL,,,,not_estimable,-7.9417,1.0084,0.9685,0.0167,healthy
44.5000,6.6980,0.8882,0.5528,0.0805,-2.2185,-0.4205,0.0151,0.0885,0.0730,95.6719,healthy,NORMAL,,,,not_estimable,-5.0751,0.9934,0.9166,0.0171,healthy
45.0000,9.9808,-0.3625,-0.6874,0.0096,-0.1463,-0.1851,-0.0112,0.0344,0.0682,98.2970,healthy,NORMAL,,,,not_estimable,-7.3339,0.8239,0.7161,0.0174,healthy
45.5000,-1.4773,0.0095,-1.5152,-0.0637,-1.0547,-0.2528,0.0089,0.0566,0.0667,97.2111,healthy,NORMAL,,,,not_estimable,-5.5193,0.7221,0.4372,0.0172,healthy
46.0000,-6.3495,1.0469,0.2896,-0.0629,-0.3156,-0.1299,0.0172,0.0538,0.0651,97.3443,healthy,NORMAL,,,,not_estimable,-3.8366,0.7627,0.4187,0.0168,healthy
46.5000,-1.1958,0.9503,0.0228,-0.0707,-0.7284,0.1163,-0.0026,0.0531,0.0636,97.3781,healthy,NORMAL,,,,not_estimable,-1.3861,0.7862,0.3692,0.0167,healthy
47.0000,-25.3100,1.0811,3.5198,-0.0321,-0.2896,0.0567,-0.0090,0.0719,0.0646,96.4680,healthy,NORMAL,,,,not_estimable,2.4775,0.8230,0.7630,0.0124,healthy
47.5000,-21.7067,0.9400,-2.8772,0.0019,0.1936,0.0507,-0.0200,0.0621,0.0643,96.9444,healthy,NORMAL,,,,not_estimable,5.1959,0.8377,0.3080,0.0131,healthy
48.0000,-19.8405,1.3476,4.3636,0.0107,0.3728,-0.4206,0.0362,0.0915,0.0677,95.5300,healthy,NORMAL,,,,not_estimable,5.6104,0.9014,0.8150,0.0166,healthy
48.5000,-14.9587,1.1800,-0.4404,0.0563,-0.0653,0.2108,-0.0239,0.0648,0.0674,96.8101,healthy,NORMAL,,,,not_estimable,4.7376,0.9362,0.6580,0.0189,healthy
49.0000,5.9966,-1.5365,0.4456,-0.1037,0.1066,0.2973,-0.0185,0.0842,0.0695,95.8777,healthy,NORMAL,,,,not_estimable,3.0302,0.6271,0.6315,0.0195,healthy
49.5000,-13.5822,1.2484,-3.1945,-0.0005,-1.7844,-0.0736,0.0048,0.0638,0.0688,96.8616,healthy,NORMAL,,,,not_estimable,-2.1865,0.7048,0.1532,0.0189,healthy
50.0000,-5.6724,2.7879,1.6858,0.0230,-0.0839,-0.2701,-0.0198,0.0768,0.0698,96.2331,healthy,NORMAL,,,,not_estimable,-0.5103,0.9652,0.3448,0.0195,healthy
50.5000,19.4884,-0.0399,-2.8814,-0.1404,0.2069,0.2432,0.0361,0.1119,0.0750,94.5587,healthy,NORMAL,,,,not_estimable,1.0444,0.8395,-0.0585,0.0229,healthy
51.0000,-5.3440,2.2492,1.1202,0.0227,-0.0793,0.4001,-0.0242,0.0755,0.0751,96.2967,healthy,NORMAL,,,,not_estimable,-3.4614,1.0158,0.0889,0.0232,healthy
51.5000,11.0627,-1.3759,0.8271,0.1365,1.4859,0.1126,0.0038,0.1000,0.0782,95.1253,healthy,NORMAL,,,,not_estimable,-1.2349,0.7168,0.1811,0.0233,healthy
52.0000,-14.0043,-0.0446,-0.9769,0.0387,-0.2643,-0.2186,0.0186,0.0510,0.0748,97.4831,healthy,NORMAL,,,,not_estimable,-3.2425,0.6216,0.0364,0.0242,healthy
52.5000,-3.0816,-0.9617,-6.1958,0.0154,-1.3243,-0.3190,-0.0239,0.0833,0.0759,95.9182,healthy,NORMAL,,,,not_estimable,-4.1280,0.4237,-0.7426,0.0246,healthy
53.0000,-14.2503,2.0688,6.4819,-0.0137,-0.0005,0.1694,-0.0159,0.0879,0.0774,95.7011,healthy,NORMAL,,,,not_estimable,-6.5041,0.6293,0.1604,0.0211,healthy
53.5000,-5.0855,2.4607,-3.1626,0.0116,-0.5743,-0.4698,0.0025,0.0839,0.0782,95.8899,healthy,NORMAL,,,,not_estimable,-8.1738,0.8583,-0.2549,0.0203,healthy
54.0000,12.6046,-0.1488,0.8182,0.0769,-1.7249,-0.4191,-0.0130,0.0826,0.0787,95.9564,healthy,NORMAL,,,,not_estimable,-9.2839,0.7324,-0.1208,0.0199,healthy
54.5000,-25.9098,1.7566,-2.1894,-0.0173,-0.3046,0.0631,0.0085,0.0726,0.0780,96.4346,healthy,NORMAL,,,,not_estimable,-8.8215,0.8604,-0.3794,0.0201,healthy
55.0000,6.5164,2.4759,3.1440,0.0597,1.4758,0.4706,-0.0043,0.0966,0.0803,95.2848,healthy,NORMAL,,,,not_estimable,-10.0617,1.0623,0.0610,0.0192,healthy
55.5000,3.5660,-0.0494,-1.1385,0.0232,-0.3689,0.3448,0.0022,0.0441,0.0758,97.8207,healthy,NORMAL,,,,not_estimable,-8.4368,0.9234,-0.0889,0.0143,healthy
56.0000,-8.9122,0.1946,-2.2559,0.0813,1.0833,0.1139,0.0137,0.0659,0.0745,96.7581,healthy,NORMAL,,,,not_estimable,-3.9786,0.8323,-0.3598,0.0135,healthy
56.5000,-21.6909,1.1004,1.7855,0.0545,0.7176,-0.6268,-0.0174,0.0983,0.0775,95.2030,healthy,NORMAL,,,,not_estimable,-1.1997,0.8658,-0.0916,0.0143,healthy
57.0000,1.0819,-1.2638,-3.8159,0.0095,2.3669,-0.7371,0.0002,0.1072,0.0812,94.7825,healthy,NORMAL,,,,not_estimable,-0.9167,0.5996,-0.5571,0.0123,healthy
57.5000,-7.9424,0.1651,-1.2398,0.0063,0.4539,-0.0522,-0.0045,0.0246,0.0741,98.7787,healthy,NORMAL,,,,not_estimable,-2.6865,0.5453,-0.6425,0.0103,healthy
58.0000,3.4901,3.2142,2.0707,-0.0157,0.0764,0.5294,-0.0181,0.0981,0.0771,95.2130,healthy,NORMAL,,,,not_estimable,3.6011,0.8789,-0.3033,0.0106,healthy
58.5000,0.3278,-0.7500,4.5205,0.0488,0.0894,-0.2676,0.0163,0.0660,0.0757,96.7554,healthy,NORMAL,,,,not_estimable,0.7651,0.6753,0.2996,0.0122,healthy
59.0000,24.0267,1.2807,-2.8872,-0.0295,0.2785,0.2587,-0.0331,0.0820,0.0765,95.9841,healthy,NORMAL,,,,not_estimable,3.0561,0.7510,-0.0987,0.0155,healthy
59.5000,-3.5903,0.7857,-1.8347,0.0057,-0.2599,0.0927,-0.0271,0.0416,0.0722,97.9413,healthy,NORMAL,,,,not_estimable,2.2680,0.7553,-0.3157,0.0165,healthy
60.0000,-15.3525,-0.2456,1.0564,-0.0097,-0.5084,-0.1721,0.0137,0.0440,0.0686,97.8251,healthy,NORMAL,,,,not_estimable,6.6801,0.6302,-0.1442,0.0177,healthy
60.5000,2.6891,0.3325,-5.9923,-0.0671,0.4610,-0.1232,-0.0281,0.0804,0.0701,96.0599,healthy,NORMAL,,,,not_estimable,9.5073,0.5930,-0.8752,0.0189,healthy
61.0000,3.3000,2.6289,4.0729,0.0110,-0.6326,-0.5051,0.0343,0.0996,0.0738,95.1435,healthy,NORMAL,,,,not_estimable,5.8486,0.8475,-0.2567,0.0223,healthy
61.5000,20.3878,0.8304,-2.9985,-0.0763,-1.8669,0.1319,-0.0293,0.0901,0.0758,95.5926,healthy,NORMAL,,,,not_estimable,3.6409,0.8453,-0.5994,0.0233,healthy
62.0000,12.5267,1.0647,-1.3122,-0.0224,-1.3103,-0.1965,0.0304,0.0632,0.0743,96.8876,healthy,NORMAL,,,,not_estimable,0.1918,0.8728,-0.6885,0.0262,healthy
62.5000,5.3531,2.4013,0.7825,0.0334,1.6469,0.2546,0.0182,0.0770,0.0746,96.2244,healthy,NORMAL,,,,not_estimable,3.3459,1.0638,-0.5046,0.0272,healthy
63.0000,21.9495,-0.4341,0.1537,0.0084,-0.3190,-0.0676,-0.0319,0.0601,0.0728,97.0390,healthy,NORMAL,,,,not_estimable,2.5055,0.8766,-0.4223,0.0284,healthy
63.5000,-17.8314,-1.5704,-2.8908,0.0076,0.7683,-0.0889,0.0007,0.0618,0.0714,96.9593,healthy,NORMAL,,,,not_estimable,2.5950,0.5707,-0.7309,0.0276,healthy
64.0000,-9.5963,2.6525,5.1644,-0.0432,-0.6978,-0.6343,-0.0283,0.1157,0.0769,94.3799,healthy,NORMAL,,,,not_estimable,2.6640,0.8309,0.0060,0.0271,healthy
64.5000,-13.8986,0.2048,-7.7254,0.0524,0.8893,0.0865,-0.0165,0.0912,0.0787,95.5403,healthy,NORMAL,,,,not_estimable,-1.7557,0.7527,-0.9604,0.0263,healthy
65.0000,-5.8471,1.3404,-3.3660,-0.0443,0.4023,0.1532,-0.0094,0.0579,0.0761,97.1464,healthy,NORMAL,,,,not_estimable,-2.9957,0.8261,-1.2611,0.0256,healthy
65.5000,-20.6503,-1.1435,-1.9103,0.0353,1.9910,0.3776,-0.0413,0.0949,0.0785,95.3647,healthy,NORMAL,,,,not_estimable,-3.4995,0.5799,-1.3423,0.0272,healthy
66.0000,9.5273,0.5828,-2.8491,0.0649,1.3166,-0.2535,-0.0144,0.0693,0.0773,96.5927,healthy,NORMAL,,,,not_estimable,-2.5888,0.5803,-1.5306,0.0229,healthy
66.5000,-3.3333,-1.6454,3.6587,-0.0765,0.7357,0.0795,-0.0049,0.0728,0.0768,96.4277,healthy,NORMAL,,,,not_estimable,-1.1431,0.3021,-0.8820,0.0222,healthy
