timestamp,rpm_act,cht_act,egt_act,oil_p_act,oil_t_act,fuel_flow_act,vib_act,fault_label
32.5,5411.900208527999,180.715743189596,620.7357940895761,4.022159119868407,89.93453901549543,11.861448553129607,0.29743615054761324,healthy
33.0,5394.769123916273,181.7791947621813,622.9456481924692,4.040830388342909,87.63705002855701,12.559357998800465,0.32204313089762776,healthy
33.5,5393.064723110031,181.14225799861012,620.4169504798899,3.991596722559084,89.93123983713521,12.958638016405406,0.32927855473893786,healthy
34.0,5412.869638218857,179.90873092594194,619.5522537507944,3.995993518239265,89.58113860059068,12.261234366653701,0.31623468095514257,healthy
34.5,5397.130435126775,181.01246062342312,618.3938110865001,4.074277148839991,89.83411151357066,12.069696230085356,0.2890265956109019,healthy
35.0,5380.864705149931,179.69795454666806,623.1850425465451,3.960839378932484,89.28051875482683,12.02782608303874,0.30965015055003314,healthy
35.5,5383.000691789948,180.22016092914427,618.9748208118182,3.9732878008651284,88.71109387925287,12.310190949832492,0.28388929849978345,healthy
36.0,5386.208215709976,181.19220352522103,619.8466985556363,4.032032674854894,89.1864650508791,12.387018502923578,0.2887932703186612,healthy
36.5,5407.457411160806,179.93204881021794,620.8607229886193,4.02111584072431,89.4732190723821,12.556109126277903,0.32325640033682707,healthy
37.0,5402.136386041058,180.54298451929776,620.8483556064872,3.9878585267985525,90.60693242906684,12.730340158221443,0.3009516495836947,healthy
37.5,5410.357280311016,181.4419631539755,623.0410987331886,3.9392486918134493,89.44017542185775,12.209348598678726,0.2972204387612377,healthy
38.0,5393.591210304952,181.06824729110858,619.7905426236728,4.048681368672419,90.10992285733921,12.343389166006943,0.3330432118261998,healthy
38.5,5402.378095366151,181.85020778382204,624.1291537538731,3.938089912357621,90.20112997651316,12.006641105199062,0.32805921119794257,healthy
39.0,5409.38385590951,183.49267244692936,619.2537296923769,4.113910312454217,89.45910351898853,12.669465746552751,0.278473562154307,healthy
39.5,5395.3598019041965,181.0543916600354,621.1122849039199,3.940223246887545,90.97140619770794,12.381120994157994,0.3022068807062164,healthy
40.0,5406.851628563361,179.30806117289288,619.4486778025113,3.9447380305097686,89.62494661676644,12.425992272777258,0.2921728723192001,healthy
40.5,5390.0711108840005,180.7677345717297,626.2794199438313,4.017087191874559,89.43891082880128,12.88879128700185,0.295205206047684,healthy
41.0,5394.5541923015235,180.70322762473563,618.9480898079481,4.027456020754432,91.10486959162438,12.528223372893388,0.32100931504803465,healthy
41.5,5394.273931590025,180.92026604026557,619.2194042784546,3.9513019229907305,90.13697981053997,13.004450386778046,0.3136378855657155,healthy
42.0,5382.062405316165,182.24252437085605,620.3442229684017,4.08462142051196,87.60824575442888,12.720488083078202,0.2683381832444375,healthy
42.5,5407.304587211784,177.473832736524,619.1996797028314,4.016486503505961,87.34120369541783,12.367812934365448,0.32256038937903,healthy
43.0,5392.9589648969595,182.2707569869946,620.9434644194442,3.987604686353163,91.5934395519184,12.161553260030063,0.29089186497379654,healthy
43.5,5400.187411780916,182.77562530208718,623.6872647568849,4.019300174908836,90.0829008198101,12.448544879559329,0.3088010382929362,healthy
44.0,5407.211199883589,180.85210599490532,620.4419132074055,4.060533828112601,89.82612399098363,12.802391428246557,0.31381571833701655,healthy
44.5,5406.697967640449,180.8882026218347,620.5528094012556,4.080461471891826,87.7814671778439,12.0795340580412,0.31511645032772156,healthy
45.0,5409.980776634592,179.63753278911076,619.312550358485,4.009643182381556,89.85373819918028,12.314880478290005,0.28875191507654946,healthy
45.5,5398.522717732359,180.00948598472505,618.4847790683515,3.936295919147367,88.94532147898799,12.247201001763734,0.3088935714335414,healthy
46.0,5393.650525319337,181.04692823872222,620.2895893021207,3.9370751658106244,89.68441311989204,12.370077324953586,0.31721970607429073,healthy
46.5,5398.804226836404,180.95032858915548,620.0227977188939,3.929253895595624,89.27161594623783,12.616338384301152,0.29744721113055506,healthy
47.0,5374.68998349063,181.08106459500507,623.5197851164169,3.967874951389363,89.71043275999928,12.556697070076178,0.29095323010285556,healthy
47.5,5378.293312913654,180.94000285740492,617.1227662223513,4.00188933538123,90.19356420499064,12.550668743451991,0.27998274776716076,healthy
48.0,5380.159505814684,181.34758496121356,624.3636040863485,4.010696898551588,90.37278389161357,12.079388997425754,0.3361584298599188,healthy
48.5,5385.041297585978,181.17997300497848,619.5595546896108,4.056333466995624,89.93467532439715,12.710792347830695,0.2761230144625525,healthy
49.0,5405.996613400852,178.4634770021098,620.4456040557877,3.896332900922465,90.10660573256509,12.797263173718338,0.2815451005284764,healthy
49.5,5386.417814169599,181.2484020652618,616.8054904625081,3.999462012159418,88.21556338000715,12.4264419263042,0.30476455402061037,healthy
50.0,5394.327561689409,182.78787992462435,621.6858105071631,4.023040536842156,89.91607749475226,12.229864917089952,0.280234569498491,healthy
50.5,5419.488424466791,179.9600598720669,617.1185708528178,3.8596001622509486,90.20691970657167,12.743225227993172,0.33609723881882275,healthy
51.0,5394.656040434079,182.24921992197372,621.1201708888151,4.022677444514807,89.92070479845027,12.900115677358134,0.2758050163973702,healthy
51.5,5411.0627335270065,178.62405705013262,620.8270982227399,4.136504130174838,91.4858619368906,12.61260084279401,0.3038372673965442,healthy
52.0,5385.995734799852,179.95535607058434,619.0231366706518,4.038668086609599,89.73574724726188,12.281355058720631,0.3185711765680518,healthy
52.5,5396.918436631986,179.0382627722852,613.8041771076254,4.015394254626954,88.67566203348599,12.181017681997453,0.27606857568145327,healthy
53.0,5385.749669176341,182.0688318786357,626.481874057061,3.9863199826375126,89.9995234019732,12.669391822324902,0.2840627429145428,healthy
53.5,5394.9145038614915,182.46071483161327,616.83742581242,4.011639584829787,89.42573454165725,12.030169579027834,0.30248131217531343,healthy
54.0,5412.604622061861,179.85120581986865,620.8182405206984,4.076856575193213,88.2751096583076,12.080874128991473,0.2869824839105364,healthy
54.5,5374.090193652115,181.75659228399277,617.81058184384,3.982662801929389,89.69543488769305,12.56307466703623,0.30850381887703987,healthy
55.0,5406.516354653188,182.475939941855,623.1440101624518,4.059678924046861,91.47582848301182,12.970640044776909,0.2956699410943607,healthy
55.5,5403.566034034984,179.9506217130575,618.8615409939594,4.023206200592137,89.6310918515195,12.844830470820092,0.3022428155452809,healthy
56.0,5391.087750664548,180.19462741769547,617.7440756794069,4.0813294966864815,91.08327952588628,12.613941016376817,0.31370676175447354,healthy
56.5,5378.309132184173,181.10042305444048,621.7854701618896,4.0544524620519775,90.71756395127578,11.873211163477523,0.28259516750788904,healthy
57.0,5401.081942615708,178.73619302771957,616.1841286793793,4.009476862104481,92.36688150182032,11.762897039149319,0.3001677706208036,healthy
57.5,5392.057609364043,180.16514639282184,618.7601641646276,4.006253273216582,90.45389957016918,12.447818208299942,0.2954845250261833,healthy
58.0,5403.49014317032,183.2141806593029,622.0707354520835,3.984336399693308,90.07644200239557,13.029381613753111,0.2819100082012365,healthy
58.5,5400.3277821828515,179.24997971962455,624.5205278341559,4.048845988917235,90.08939208942786,12.232361751454988,0.3162752123116485,healthy
59.0,5424.026683369813,181.28073936105977,617.1127653391405,3.9704895426908404,90.2784803217146,12.758728346529178,0.26691050119197507,healthy
59.5,5396.409665587905,180.78570666920552,618.1653234174904,4.005687310769208,89.7400947577542,12.592659543565288,0.2728939330938912,healthy
60.0,5384.647537610672,179.75435113694556,621.0564130264831,3.9903291164614827,89.49156274814726,12.327852975373085,0.31367664229505304,healthy
60.5,5402.689134524345,180.3324826393641,614.0077306982856,3.9329387544656034,90.4610400708756,12.376774022816493,0.27185372492487725,healthy
61.0,5403.299950259577,182.62892988680915,624.07287243102,4.011020415372839,89.36736427150417,11.994855883913731,0.334284896326256,healthy
61.5,5420.387813628607,180.83039571986896,617.0015086955875,3.9237329336131066,88.1330906171015,12.631904893621643,0.27068032663145486,healthy
62.0,5412.526668688719,181.0647279348919,618.6877702171207,3.977589842804541,88.68970571943115,12.3035195206991,0.33038755053043106,healthy
62.5,5405.353065887242,182.40129344437764,620.7825331554238,4.033357117593893,91.64688082312244,12.754595166774676,0.31823881376778856,healthy
63.0,5421.949543368293,179.56588434450273,620.1537099453382,4.008445308550936,89.68097769972448,12.432366441202642,0.2680840649734646,healthy
63.5,5382.1685541851575,178.42962763524324,617.1091519621463,4.007647610365061,90.7683247975197,12.4111002035891,0.3007075605462263,healthy
64.0,5390.403727008754,182.65252108738542,625.1643766892979,3.956764161403775,89.30219410567416,11.865723995517323,0.271669372983961,healthy
64.5,5386.101360878917,180.20478267392764,612.2746025276704,4.052443372492347,90.88925385631124,12.586461383800062,0.28350242849477236,healthy
65.0,5394.152852952663,181.3404012752235,616.6339771294173,3.9556923239731945,90.4023305758946,12.653235500426026,0.29060260075932776,healthy
65.5,5379.349707786655,178.85650622157095,618.0896754901288,4.03531773040574,91.99103917242054,12.877648692883847,0.2586668971935146,healthy
66.0,5409.527264202216,180.58278945786924,617.1508862718581,4.064942926056016,91.31660180017828,12.246533286909074,0.2856452324854486,healthy
66.5,5396.666659543518,178.35460082270723,623.6586606787545,3.9234725616758865,90.73568802500931,12.579499844098702,0.2951081478985247,healthy
67.0,5377.93790558246,180.09560975959215,615.0249689169333,3.9796759557538763,89.41125759617078,12.619927009907725,0.29523133340168506,healthy
67.5,5384.766313781887,179.02811522223257,624.6723890963677,3.975079274366928,88.82424215736752,12.117107385586591,0.2715966323244432,healthy
68.0,5404.702707711753,178.68351849763118,619.1655988901437,4.013644559272266,89.85973397233852,12.31216023269441,0.29015401959878495,healthy
68.5,5412.571898518416,179.5453159959511,615.917171998401,3.952828300674616,90.01903718079929,12.14397521886027,0.3035380705810902,healthy
69.0,5429.950963375377,176.55991403554768,613.6972885579421,3.941729185667018,89.591068191019,12.169076936753186,0.31441563177853143,healthy
69.5,5443.70793699011,178.2601463433337,619.3546082336732,3.99732038094979,90.70513923401704,12.381241562224945,0.3500561015628691,healthy
70.0,5406.21614149914,181.17362123439048,617.8940896786467,3.971943803004623,90.07751437345625,12.292309690288986,0.3221885497404475,healthy
70.5,5385.156928199522,180.5214995843216,620.7094844727014,3.9927020034188976,89.99758139107963,12.494861433093776,0.2814248803910647,healthy
71.0,5368.01930578903,178.3887195795561,618.6482831670971,4.044634899895804,91.52410822034051,12.687963559628638,0.289189837398026,healthy
71.5,5404.015671935157,180.8218103541976,622.8674080122245,3.919130147982163,90.10464881693842,12.677663739116865,0.3073453030767689,healthy
72.0,5387.805883570345,178.68268039177218,619.5725264130843,3.994311384614595,88.64474308466767,12.735978689513088,0.3253470444695811,healthy
72.5,5393.769641097305,181.08294580562014,618.7282746748198,3.9704513968856694,91.023922673887,12.420309460931163,0.3348238823174338,healthy
73.0,5390.818548014103,179.82654138980726,622.9197628753019,4.0011830795433925,90.20950963125738,12.345484789730506,0.26537560802091015,healthy
73.5,5397.888136703754,179.51231527441152,620.6845085403203,3.9706495963689465,89.72749311023084,12.130685254113224,0.3197749564315935,healthy
74.0,5415.989703461814,179.86340456440882,622.3238950107207,3.940990865769071,89.04403922594287,12.709881736075248,0.2741955717933024,healthy
74.5,5402.35572851168,183.83929268499855,623.4459821512899,4.019652863399939,91.26119975378727,12.79291780325922,0.294331556028711,healthy
75.0,5397.6204774444195,178.86179772071648,619.1185987336379,4.138571784697811,91.69028972266202,12.875894612457131,0.3194912964224693,healthy
75.5,5384.465193707613,180.33983799939958,620.1147436350022,3.9949707550744713,89.32759825625958,12.594283057066578,0.28331249466625474,healthy
76.0,5374.8797558294345,181.17205306423855,622.5314118295533,3.963693199233055,90.297585236624,12.359977247148704,0.29039529891856414,healthy
76.5,5392.7053813639,178.5563807263666,612.6480319917018,3.963540856794522,90.43900094168758,12.174077389369288,0.3384025230739898,healthy
77.0,5399.193261737725,177.6086132438911,619.6946979353305,4.046735618391934,88.25646005694131,12.097861174375568,0.33226084567456593,healthy
77.5,5426.518948703699,179.09835278555673,619.3253979399371,3.956152020163598,89.9563024748917,11.911536796584858,0.30917358976467557,healthy
78.0,5401.954117822093,181.1391948016633,621.1221572109323,4.064981475465763,88.2587928488033,12.80842259329947,0.262951048624514,healthy
78.5,5414.741092665346,179.48699482240758,617.5966704464354,3.9181599158185514,89.98173667837374,12.614717808805555,0.26709750239797114,healthy
79.0,5392.510566021912,179.65334110295845,623.2863420937609,4.009616357151969,92.26301343153537,13.200837703073715,0.3025632764812522,healthy
79.5,5382.225843503745,181.3661544769381,617.7867109469104,4.033167663513578,88.55085223144114,12.46384990762471,0.30931903124062365,healthy
80.0,5385.523248566515,178.7904853807577,618.6229481471585,4.038122470317705,91.87625449503685,12.51717931829868,0.3051877149097017,healthy
80.5,5389.121609031964,179.8668670332808,618.0067701083298,4.034613761765159,91.7763810976249,12.608556367338712,0.2792978450424587,healthy
81.0,5431.927045986527,177.72923843802477,623.6896455387208,4.013301266938114,89.99442508815305,12.679480720760305,0.298808864233219,healthy
81.5,5387.679199811634,180.4810785910887,613.7432697199843,4.057679322531643,90.51515574461071,12.297389097743764,0.32062330679813916,healthy
82.0,5412.577338056045,180.3442606118526,625.3606399405083,3.950451561093941,89.71658625744101,12.487436106208934,0.2967315147542833,healthy
82.5,5386.4560923286945,181.19330444725082,624.4201116263029,3.9677932447683166,89.55282108452711,12.731348630437445,0.2817253716340269,healthy
83.0,5413.973595193113,178.2821158024929,618.3054039877832,3.9798478600727423,90.20332916340362,12.977082409208318,0.3016657655464312,healthy
83.5,5405.774264491588,179.71216862884137,623.0807713250088,4.074175810298573,89.2252557155163,12.225490986035902,0.3095116420837237,healthy
84.0,5397.6504315351285,178.08229445931272,620.3902695074768,4.023309921550199,90.47310673223855,12.55846201490116,0.29277149729882246,healthy
84.5,5399.388562107969,179.6308399707663,624.9587340345039,4.034096541994052,90.04150301949817,12.527574421926548,0.30610704629347163,healthy
85.0,5390.178184568559,182.22268211316182,622.8519611226448,3.991045247310142,88.93265771779974,12.416993402363566,0.2963600101988425,healthy
85.5,5406.691083022231,179.51887086603904,626.5794337238791,4.040840375687971,90.70953418753629,12.803383501227712,0.27108339314228735,healthy
86.0,5393.1752477948885,177.95112026363265,615.3135598701042,3.9223993830718875,90.73570540751297,13.184032806246961,0.29340472724534766,healthy
86.5,5381.615913543491,178.98018110253778,620.5740360639505,3.9795545821554734,91.12300642580598,12.609914517945601,0.32011129651197884,healthy
87.0,5380.830936385206,177.58357224987418,614.8276895205131,3.989130780096403,89.52030435321728,12.265653212190339,0.2921572409480106,healthy
87.5,5402.588818765832,178.05634068178918,618.4438589051689,3.976283919679401,91.02894212727495,12.072218799603323,0.3404328337518654,healthy
88.0,5423.686368846156,181.0064804212431,626.7489583984254,3.9839366018159166,92.166691017797,12.477917786097118,0.26257719926031325,healthy
88.5,5402.399874203602,177.83057514395685,621.4046013537841,4.027342839974503,90.02968077520472,12.783103743712221,0.30846178563043675,healthy
89.0,5398.220425108352,180.46849288553233,622.9536235098677,4.011917998411825,90.11868221672172,12.437712228678357,0.3118753833198198,healthy
89.5,5404.287392094038,180.03861401382386,621.5418158808918,4.059683898904499,90.67866662134836,12.577761137649096,0.2778393755519645,healthy
90.0,5419.590026125602,179.20270762636,621.3513852295762,3.8956860544450995,87.83431986188268,13.086285346590435,0.298975367725026,healthy
90.5,5403.290737520458,180.34102497008666,618.4329562246427,4.074412431196649,88.63388943002879,12.694465277269119,0.25569286072438313,healthy
91.0,5393.836091537494,178.59350773597913,617.8740727996295,3.967514021929035,89.4492682420736,12.516995028501224,0.301056253072193,healthy
91.5,5416.594330650898,181.26126660124058,618.3525269960238,4.065798872430729,89.65895518447464,12.096488156115367,0.2911084103504357,healthy
92.0,5406.431346576925,178.95248955214151,611.8088178390077,3.9791229306172355,90.11218996700104,12.741380501674906,0.30708514886400723,healthy
92.5,5423.03633987994,179.42044966708966,619.7538842781659,4.018476147471727,90.26726002874983,12.667448070839686,0.31153432923145635,healthy
93.0,5402.748516558328,179.24197349190433,620.7195500675515,3.9461593945282187,88.62700100794234,12.747688077008293,0.2959300414933163,healthy
93.5,5381.632964524192,181.03421034661164,618.1423399221468,3.9391933042514644,91.15225358988066,12.12413978232168,0.27681674532395784,healthy
94.0,5379.477612011315,180.81666587026334,619.6079546919839,4.029056493380443,90.33312516310656,12.4905189226618,0.2727861630684052,healthy
94.5,5424.763918983469,176.06744825111429,621.5751459993201,3.8667972731344338,90.05980856455803,12.67402801559353,0.2772683812396383,healthy
95.0,5425.854985811749,180.38136440441727,622.6544071073124,3.939241281635439,90.49054500027347,12.059750737142819,0.30605551957109306,healthy
95.5,5397.307211800761,177.38311075226162,616.4065709081839,4.038334252070807,89.38466527669574,12.539679715047383,0.30559914416797057,healthy
96.0,5394.2521901829605,179.48801743171626,617.6156727762752,3.979281294415705,89.7614783733124,12.825872283033338,0.25495644730310035,healthy
96.5,5421.9216643836335,179.83773896737995,622.2588783079136,3.955890015126671,88.91731340332277,12.307468701111514,0.3363522465635242,healthy
97.0,5383.394314769348,179.47191265570225,621.7670216507795,4.0761398865872085,87.79598790283796,12.817820686570137,0.3059208054912655,healthy
97.5,5386.579094715663,180.7512288331484,624.0331962511217,4.093718943941121,89.7636163071631,12.50824804732345,0.2900500500607811,healthy
98.0,5409.649901920336,181.0801148491193,623.9087758917658,4.000020881272276,91.72460873342246,12.528984645538015,0.28490779533827126,healthy
98.5,5394.080923157107,178.83980131077107,627.2446194941423,4.063686873808759,89.43132221572709,12.795242011477058,0.2911459768148837,healthy
99.0,5399.9231719991985,178.785304496254,619.1217023974315,4.075851823785144,88.44331236315513,12.295136449621248,0.32375617195680656,healthy
99.5,5397.548356522132,179.94604566952123,624.7356920114528,3.999184242273118,90.5647266917225,12.112142342621382,0.315999432290265,healthy
100.0,5405.063618231984,177.68440187915076,617.2399558881411,3.9743893252689393,89.52129212739263,12.420319621338786,0.2978745169643047,healthy
100.5,5421.112227919706,179.2845330372185,627.182158542399,4.004435934751579,90.43737198453964,12.59842512552952,0.3201306659000884,healthy
101.0,5401.358773603526,182.02211675008104,621.3640906975853,3.9272749515479637,90.66081879426005,12.604969608159397,0.3155309511037873,healthy
101.5,5409.659081899153,177.74054915218392,621.6260598882815,4.028397298283466,89.49346523383501,12.594718918995882,0.2960225199521253,healthy
102.0,5369.247418484535,179.48982396102988,622.969776862286,3.9835277069328296,90.41478913415611,12.27672672483846,0.3218847881911366,healthy
102.5,5399.269223971049,179.11154878060483,615.9339101109766,4.002824150564717,89.96454544637994,12.64259701656644,0.32557769740034925,healthy
103.0,5387.351545945607,183.00790182208164,616.775734647093,4.002100439468355,88.03213108511413,12.468483269523825,0.3234051314057483,healthy
103.5,5381.717804093646,179.19320818999552,620.3470208371806,3.957623852325491,89.47541801856265,12.958021474578727,0.3111007172096763,healthy
104.0,5386.827714496068,179.28028367196225,621.0371587102347,3.9982090191980006,89.17024455941306,12.76680478606911,0.31037450064570327,healthy
104.5,5394.988148389488,178.4538526082974,626.247661763711,3.9320303005599637,88.49184479138087,12.655756808788212,0.2825907352490822,healthy
105.0,5413.738538135341,180.01398270535088,617.152400314357,3.975881905531116,89.15270467069847,12.445611763031883,0.2611616375734594,healthy
105.5,5380.1041092339065,180.40525058253553,624.6205789545969,3.944333987322368,90.67120652489808,12.393211019706246,0.3053017129526437,healthy
106.0,5400.459472388916,178.67127022857062,619.2032322334667,3.9561681165805815,90.01402333671224,12.432042846745022,0.2953045753600671,healthy
